curso;codigo;D_DENOMINA;D_ESPECIFICA;D_TIPO;D_DOMICILIO;D_LOCALIDAD;cod_municipio;D_MUNICIPIO;D_PROVINCIA;C_POSTAL;N_TELEFONO;Correo_e;N_LATITUD;N_LONGITUD;N_COUTMX;N_COUTMY;Regimen_general;Regimen_adultos;Regimen_especial;pub_adh_inf1;pub_noadh_inf1;priv_adh_inf1;priv_noadh_inf1;pub_inf2;priv_c_inf2;priv_noc_inf2;pub_pri;priv_c_pri;priv_noc_pri;pub_eso;priv_c_eso;priv_noc_eso;pub_bach_ord;priv_c_bach_ord;priv_noc_bach_ord;pub_bach_adul;pub_bach_semi_dist;pub_fpbasica;priv_c_fpbas;priv_noc_fpbas;pub_fpgm_ord;priv_c_fpgm_ord;priv_noc_fpgm_ord;pub_fpgm_adul;pub_fpgm_semi_dist;priv_noc_fpgm_semi_dist;pub_fpgs_ord;priv_c_fpgs_ord;priv_noc_fpgs_ord;pub_fpgs_adul;priv_noc_fpgs_adul;pub_fpgs_semi_dist;priv_noc_fpgs_semi_dist;pub_ce_gm;pri_noc_ce_gm;pub_ce_gs;pri_noc_ce_gs;pub_ee;priv_c_ee;priv_noc_ee;pub_ccff_gm_apd;priv_ccff_gm_apd;pub_ccff_gs_apd;priv_ccff_gs_apd;pub_ESD;priv_ESD;priv_Master_EA;pub_Dra;priv_Dra;pub_Ens_Mus;priv_Ens_Mus;pub_Ens_Dan;priv_Ens_Dan;pub_Ens_no_reg_mus;priv_Ens_no_reg_mus;pub_Ens_no_reg_dan;priv_Ens_no_reg_dan;pub_idi;pub_idi_libre;pub_Ens_no_reg_idi;pub_Dep_gm;priv_Dep_gm;pub_Dep_gs;priv_Dep_gs;pub_Adul_formal;pub_planes
22;14008123;Centro de Educación Infantil;Palma del Río;Privado;C/ Plata, 2;Palma del Río;14049;Palma del Río;Córdoba;14700;957643562;cmeipasitos@gmail.com;37,7014049969;-5,28385295972;298659,9524;4175140,868;S;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;14008135;Centro Docente Privado;La Purísima;Privado;C/ Pedro Angulo, 25;Lucena;14038;Lucena;Córdoba;14900;957500040;"lapurisima@colegiolapurisima.com;14008135.edu@juntadeandalucia.es";37,406590751770274;-4,485747814178467;368507,3266;4141014,147;S;N;N;N;N;N;N;N;S;N;N;S;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;14008147;Centro Docente Privado;Greguerías;Privado;C/ San Sebastián, s/n;Fernán Núñez;14027;Fernán Núñez;Córdoba;14520;957382053;direccion@greguerias.com;37,666293327961036;-4,718070030212402;348471,2707;4170179,111;S;N;N;N;N;N;N;N;N;N;N;N;N;N;S;N;N;N;N;N;N;N;S;N;N;S;S;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;14008196;Centro Docente Privado;Los Peques;Privado;C/ Moncada, 12;Córdoba;14021;Córdoba;Córdoba;14012;957274376;info@lospeques.es;37,901173074;-4,7864487;342938,0218;4196354,483;S;N;N;N;N;N;S;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;14008263;Escuela Infantil;Encinas Reales;Público;C/ Rafael Alberti, 1;Encinas Reales;14024;Encinas Reales;Córdoba;14913;637865069;lopezlinaresgm@gmail.com;37,276117;-4,489231;367970,7598;4126542,992;S;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;14008275;Escuela Infantil;Añora;Público;C/ San Martín, s/n;Añora;14006;Añora;Córdoba;14450;628001784;14008275.edu@juntadeandalucia.es;38,4098929725;-4,90188697248;333946,0745;4253007,705;S;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;14008305;Centro de Educación Infantil;Mis Primeros Pasos;Privado;C/ Velázquez, 27;Palma del Río;14049;Palma del Río;Córdoba;14700;957644535;escuelainfantilmisprimerospasos@hotmail.com;37,700249;-5,276912;299268,8169;4174997,685;S;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;14008317;Escuela Infantil;Posadas;Público;Plaza de los Pósitos, 12;Posadas;14053;Posadas;Córdoba;14730;957631165;blancanievessc@hotmail.com;37,80072;-5,10919;314308,2348;4185800,273;S;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;14008329;Escuela Infantil;Los Pequeñines;Público;C/ Calvario, 1;Montoro;14043;Montoro;Córdoba;14600;957162246;escuelainfantil@montoro.es;38,0265479993;-4,3775380004;379096,6208;4209656,022;S;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;14008330;Escuela Infantil;Iznájar;Público;C/ Calvario, s/n;Iznájar;14037;Iznájar;Córdoba;14970;957534006;escuelainfantil@iznajar.es;37,256241587049345;-4,311940670013428;383658,8181;4124105,129;S;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;14008354;Centro de Educación Infantil;Kid's Garden;Privado;C/ Poeta Luis Cernuda, esquina Obispo Ascalgorta, s/n;Córdoba;14021;Córdoba;Córdoba;14012;629930952;kidsgarden.cordoba@hotmail.com;37,90062804826866;-4,791498184204102;342492,8807;4196302,524;S;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;14008494;Centro de Educación Infantil;El Sonajero;Privado;C/ Sierra Aras, 1;Lucena;14038;Lucena;Córdoba;14900;957511608;e.i.elsonajero@hotmail.com;37,402691654796385;-4,484196156263351;368637,852;4140579,377;S;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;14008688;Centro de Educación Infantil;Érase una vez II;Privado;C/ Isla Fuerteventura, 52, Local 4, Edif. Alegranza;Córdoba;14021;Córdoba;Córdoba;14011;672358986;ohanaescuelainfantil2022@gmail.com;37,887204169136474;-4,802991449832916;341453,5199;4194832,439;S;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;14008691;Centro de Educación Infantil;Dumbo;Privado;C/ Las Salas, 2;Montilla;14042;Montilla;Córdoba;14550;957650403;g_algaba@hotmail.com;37,5849701471;-4,6388780775;355298,6524;4161030,687;S;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;14008721;Centro de Educación Infantil;Mini Cole;Privado;C/ Nuestra Señora de los Remedios, 4;Priego de Córdoba;14055;Priego de Córdoba;Córdoba;14800;605790008;rosaminicole@yahoo.es;37,438881;-4,202056;393661,5851;4144238,848;S;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;14008949;Centro de Educación Infantil;Chiquitines;Privado;C/ Machaquito, 20;Córdoba;14021;Córdoba;Córdoba;14005;957452657;eichiquitines@yahoo.es;37,88230136659691;-4,796245694160461;342036,2809;4194276,961;S;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;14009735;Centro de Educación Infantil;Los Soletes;Privado;C/ Isla Formentera, 24;Córdoba;14021;Córdoba;Córdoba;14011;646486579;losoletes13@hotmail.com;37,8914276198673;-4,79965495529042;341755,9825;4195295,422;S;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;14009838;Centro de Educación Infantil;Jardylandia;Privado;C/ Platero Pedro Sánchez de Luque;Córdoba;14021;Córdoba;Córdoba;14007;957436973;jardylandia204@gmail.com;37,895114;-4,7616407;345106,5746;4195640,647;S;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;14010051;Centro de Educación Infantil;Manolo Álvaro;Privado;C/ Escritor Rafael Pavón, s/n;Córdoba;14021;Córdoba;Córdoba;14007;957258600;parroquiasanjuanavila@gmail.com;37,89322002913884;-4,764381051063538;344861,6323;4195435,042;S;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;14010142;Centro de Educación Infantil;Heidi;Privado;Psje. Federico García Lorca, 5;Lucena;14038;Lucena;Córdoba;14900;957515973;heidiguarde@hotmail.com;37,407228;-4,49495;367693,9806;4141097,722;S;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;14010166;Centro de Educación Infantil;Garabatos;Privado;C/ Monturque, 18;Aguilar de la Frontera;14002;Aguilar de la Frontera;Córdoba;14920;957660181;ceigarabatos.aguilar@gmail.com;37,5137056635;-4,65579525167;353665,5751;4153149,696;S;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;14010178;Centro de Educación Infantil;El Patito Colorín;Privado;Avda. de las Ollerías, 44;Córdoba;14021;Córdoba;Córdoba;14001;957002932;patitocolorin@hotmail.es;37,892027649165954;-4,772892264594816;344110,6846;4195316,926;S;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;14010181;Escuela Oficial de Idiomas;Montoro;Público;C/ Plano de la Feria, s/n;Montoro;14043;Montoro;Córdoba;14600;957199840;14010181.edu@juntadeandalucia.es;38,01550489521216;-4,381742477416992;378709,3809;4208436,15;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;N;N;N;N;N;N
22;14010191;Centro de Educación Infantil;Simón Obejo y Valera;Privado;C/ Francisco Botello, 19;Pedroche;14051;Pedroche;Córdoba;14412;957137392;gsimon@gerenciafba.org;38,428006;-4,764749;345958,9934;4254779,619;S;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;14010208;Centro de Educación Infantil;Mickey;Privado;Avda. Manolete, 3. Plaza Los Azahares;Córdoba;14021;Córdoba;Córdoba;14005;957455138;dm_e.mickey@hotmail.com;37,880698;-4,794013;342229,2206;4194095,267;S;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;14010233;Centro de Educación Infantil;Mi Granja II;Privado;C/ Atlántico, Esquina c/ Isla Fuerteventura, Local E;Córdoba;14021;Córdoba;Córdoba;14011;669750852;migranjacb@hotmail.com;37,8876704833;-4,79756497682;341931,7342;4194874,972;S;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;14010245;Centro de Educación Infantil;El Vial;Privado;C/ Francisco Rabal, 11 - Local;Córdoba;14021;Córdoba;Córdoba;14006;957830810;escuelainfantilelvial@hotmail.es;37,89350366416818;-4,782721996307373;343249,4243;4195497,187;S;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;14010257;Escuela Infantil;Pequilandia;Público;C/ Travesía de Lopera, s/n;Villa del Río;14066;Villa del Río;Córdoba;14640;957176791;pequilandiavilladelrio@hotmail.com;37,97947084668678;-4,290021657943726;386705,6324;4204322,213;S;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;14010269;Escuela Infantil;El Cerro;Público;C/ Olózaba, s/n;Peñarroya-Pueblonuevo;14052;Peñarroya-Pueblonuevo;Córdoba;14200;957570051;yolanda-santamaria@hotmail.com;38,303324696687604;-5,27228847229992675;301311,4816;4241913,155;S;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;14010282;Escuela Infantil;La Campiña;Público;C/ Llano de Manuel López, s/n;Aguilar de la Frontera;14002;Aguilar de la Frontera;Córdoba;14920;957660209;14010282.edu@juntadeandalucia.es;37,51605749731658;-4,660005569458008;353298,0574;4153417,203;S;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;14010294;Escuela Infantil;La Serranía;Público;Ctra. de Albendín, s/n;Baena;14007;Baena;Córdoba;14850;957699868;14010294.edu@juntadeandalucia.es;37,619185;-4,317493;383729,4059;4164380,251;S;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;14010300;Escuela Infantil;El Labrador;Público;C/ Montoro, 22;Bujalance;14012;Bujalance;Córdoba;14650;957199842;14010300.edu@juntadeandalucia.es;37,89615792707455;-4,378480911254883;378799,7004;4195189,265;S;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;14010312;Escuela Infantil;San Francisco;Público;C/ Ramón y Cajal, s/n;Cabra;14013;Cabra;Córdoba;14940;957506942;14010312.edu@juntadeandalucia.es;37,473938500018825;-4,4284772872924805;373689,4848;4148408,095;S;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;14010324;Escuela Infantil;San Rodrigo;Público;Avda. Pedro Iglesias, s/n;Cabra;14013;Cabra;Córdoba;14940;957596975;14010324.edu@juntadeandalucia.es;37,47510500863306;-4,4409871101379394;372585,2463;4148554,377;S;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;14010336;Escuela Infantil;Virgen del Carmen;Público;Ctra. Palma del Río, km. 12,7;Villarrubia;14021;Córdoba;Córdoba;14710;957719200;14010336.edu@juntadeandalucia.es;37,8470533994401;-4,918978214263916;331161,6479;4190580,638;S;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;14010348;Escuela Infantil;Azahara;Público;Avda. de Granada, s/n;Córdoba;14021;Córdoba;Córdoba;14009;957354079;leonor.pozo@juntadeandalucia.es;37,86905200594202;-4,77656364440918;343739,2828;4192773,622;S;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;14010351;Escuela Infantil;Parque Figueroa;Público;Avda. del Mediterráneo, s/n;Córdoba;14021;Córdoba;Córdoba;14011;957354070;14010351.edu@juntadeandalucia.es;37,89316499534983;-4,801159501075745;341627,4001;4195490,761;S;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;14010361;Escuela Infantil;Jesús Ledesma;Público;C/ Libertador Simón Bolivar, s/n;Córdoba;14021;Córdoba;Córdoba;14013;957299173;14010361.edu@juntadeandalucia.es;37,85972;-4,781897;343250,3676;4191747,061;S;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;14010373;Escuela Infantil;Nuestra Señora de la Soledad;Público;C/ Virgen de Linares, s/n;Córdoba;14021;Córdoba;Córdoba;14007;957354068;14010373.edu@juntadeandalucia.es;37,89729307774723;-4,767542082000773;344592,2342;4195892,264;S;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;14010385;Escuela Infantil;La Victoria;Público;Paseo de la Victoria, s/n;Córdoba;14021;Córdoba;Córdoba;14004;957379772;14010385.edu@juntadeandalucia.es;37,88154347766377;-4,7857582569122314;342957,0215;4194175,154;S;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;14010397;Escuela Infantil;Los Reyes;Público;C/ Músico Antonio Cabezón, s/n;Córdoba;14021;Córdoba;Córdoba;14011;957354076;14010397.edu@juntadeandalucia.es;37,892399;-4,789074;342688,511;4195385,307;S;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;14010403;Escuela Infantil;Peter Pan;Público;C/ Sierra Nevada, s/n. Las Palmeras;Córdoba;14021;Córdoba;Córdoba;14005;957460395;14010403.edu@juntadeandalucia.es;37,8843788167568;-4,82140829346105;339827,7733;4194550,397;S;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;14010415;Escuela Infantil;San José;Público;C/ Nerja, s/n;Córdoba;14021;Córdoba;Córdoba;14013;957292549;14010415.edu@juntadeandalucia.es;37,86311463854926;-4,775362014770508;343832,4479;4192112,783;S;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;14010427;Escuela Infantil;San Rafael;Público;C/ Ravé, s/n;Córdoba;14021;Córdoba;Córdoba;14002;957354074;14010427.edu@juntadeandalucia.es;37,882389;-4,76808;344513,5825;4194239,358;S;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;14010439;Escuela Infantil;Santuario;Público;Psje. Santa Rosalía, s/n;Córdoba;14021;Córdoba;Córdoba;14010;957354102;14010439.edu@juntadeandalucia.es;37,88022;-4,758126;345384,4777;4193982,133;S;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;14010440;Escuela Infantil;La Estrella;Público;C/ Santa Teresa de Fornet, 6;Lucena;14038;Lucena;Córdoba;14900;957596206;14010440.edu@juntadeandalucia.es;37,41066434563039;-4,4753193855285644;369437,3962;4141451,623;S;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;14010452;Escuela Infantil;Las Soledades;Público;C/ Calzadilla del Valle, 15;Lucena;14038;Lucena;Córdoba;14900;957596208;14010452.edu@juntadeandalucia.es;37,406665;-4,495493;367644,9305;4141036,019;S;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;14010464;Escuela Infantil;Ana Ximénez;Público;C/ Ronda Curtidores, s/n;Montilla;14042;Montilla;Córdoba;14550;957699886;14010464.edu@juntadeandalucia.es;37,5865399998;-4,642177009;355010,4054;4161209,96;S;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;14010476;Escuela Infantil;Las Viñas;Público;C/ Altos Salesianos, s/n;Montilla;14042;Montilla;Córdoba;14550;957699888;14010476.edu@juntadeandalucia.es;37,59066923357411;-4,640264511108398;355187,2769;4161665,172;S;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;14010488;Escuela Infantil;Nuestra Señora de Belén;Público;Plaza Valparaíso, s/n;Palma del Río;14049;Palma del Río;Córdoba;14700;957643058;14010488.edu@juntadeandalucia.es;37,6963549721;-5,27722180349;299230,9933;4174566,234;S;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
22;14010491;Escuela Infantil;El Minero;Público;Avda. José Simón de Lillo, 12;Peñarroya-Pueblonuevo;14052;Peñarroya-Pueblonuevo;Córdoba;14200;957579614;14010491.edu@juntadeandalucia.es;38,303302;-5,273227;301229,3449;4241912,655;S;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
